brand,processor,ram(GB),ssd(GB),hdd(GB),os,gpu,screen_size(inches),resolution(pixels),no_of_cores,no_of_threads,spec_score,price
15,18,16,1000,0,4,87,17.3,7,14,20,82,170990
15,18,16,512,0,4,49,16.0,17,14,20,79,99990
15,110,8,512,0,4,78,15.6,7,8,16,75,79990
15,18,16,1000,0,4,52,16.0,17,14,20,80,109990
15,11,8,512,0,4,41,15.6,7,6,12,69,54490
3,20,32,4000,0,4,11,17.3,15,16,24,86,479990
3,7,8,512,0,4,140,14.0,7,2,4,50,32749
5,75,8,256,0,4,112,14.1,3,2,2,48,23990
15,18,16,1000,0,4,74,15.6,7,14,20,75,144834
3,20,32,1000,0,4,10,15.6,15,14,20,87,281990
15,12,16,512,0,4,75,17.32,7,8,16,72,92900
15,52,16,1000,0,4,2,15.6,7,8,16,79,100990
3,11,16,256,1000,4,121,15.6,7,4,8,66,67000
3,16,16,512,0,4,46,15.6,7,8,12,73,89990
14,18,16,512,0,4,134,15.6,7,10,12,67,82990
14,93,4,512,0,1,95,15.6,7,4,8,53,33250
14,11,8,512,0,4,121,15.6,7,4,8,56,53490
14,11,8,512,0,4,134,14.0,7,4,8,62,77500
3,47,16,512,0,4,96,14.0,8,6,12,56,68200
14,109,16,512,0,4,69,15.6,7,8,16,75,117900
3,88,8,256,0,4,123,14.1,3,4,4,48,28990
14,73,4,0,1000,4,123,14.0,7,2,2,48,22999
1,41,8,512,0,4,38,15.6,7,6,12,69,59990
9,10,8,512,0,4,123,14.0,7,2,4,54,39990
3,11,16,512,0,4,121,14.0,7,4,8,61,60990
21,16,16,512,0,4,25,14.0,16,8,12,73,76490
3,16,16,512,0,4,51,15.6,7,8,12,69,92772
6,16,16,512,0,4,134,14.0,8,10,12,56,80490
9,16,16,512,0,4,129,13.5,9,10,12,69,108990
6,18,16,1000,0,4,69,15.6,15,14,20,85,137490
8,18,16,1000,0,4,88,15.6,15,14,20,82,184900
9,18,16,1000,0,4,36,16.0,28,12,16,74,176990
3,55,16,1000,0,4,69,17.3,7,8,16,67,129990
9,16,8,512,0,4,134,13.5,22,10,12,67,110480
8,18,16,1000,0,4,88,15.6,15,14,20,82,179990
3,20,32,2000,0,4,10,17.3,15,16,24,86,359990
9,32,8,0,1000,4,148,15.6,7,4,0,44,36600
9,116,16,512,0,4,46,16.1,7,8,16,71,83099
1,12,16,512,0,4,49,15.6,7,8,16,73,82990
1,16,16,512,0,4,46,15.6,7,8,16,72,82990
1,78,16,512,0,4,38,15.6,7,6,12,67,62990
3,16,16,512,0,4,132,15.6,7,12,16,66,64980
3,62,16,1000,0,4,69,15.6,15,8,16,84,161990
3,18,16,1000,0,4,121,14.0,20,14,20,78,146490
3,20,16,1000,0,4,69,16.0,28,14,20,87,217490
3,62,16,1000,0,4,69,15.6,15,8,16,82,164990
3,18,32,1000,0,4,87,16.0,28,14,20,91,238121
15,18,32,2000,0,4,88,17.3,15,14,20,93,308990
3,20,32,1000,0,4,86,16.0,28,14,20,94,249990
8,18,16,1000,0,4,69,15.6,7,14,20,80,185000
6,10,4,256,0,3,140,14.0,3,2,4,51,34800
6,10,4,256,1000,3,140,14.0,3,2,4,55,41500
9,11,8,0,1000,4,113,15.6,3,4,8,50,64000
6,10,4,512,0,3,140,14.0,3,2,4,53,42000
14,59,8,512,0,4,46,15.6,7,8,16,72,73590
1,5,8,256,0,4,126,14.0,3,4,4,48,24990
3,8,8,512,0,4,123,15.6,7,4,8,59,50000
15,18,16,1000,0,4,88,15.6,15,14,20,87,212990
1,5,4,256,0,4,126,14.0,3,4,4,47,22990
15,18,16,1000,0,4,88,17.3,7,14,20,86,205000
3,18,16,1000,0,4,121,14.5,20,14,20,76,149990
3,20,32,1000,0,4,49,14.5,20,14,20,85,179990
3,16,16,512,0,4,121,14.5,20,12,16,67,118299
6,34,8,256,0,4,93,15.6,7,2,4,59,36680
3,55,16,1000,0,4,69,15.6,7,8,16,81,115990
6,18,32,1000,0,4,84,15.6,7,8,20,86,280490
9,18,16,512,0,4,46,15.6,7,10,16,63,90990
9,18,16,1000,0,4,134,13.5,22,14,20,75,150480
14,16,16,512,0,4,46,15.6,7,8,12,74,89990
14,47,8,512,0,4,38,15.6,7,6,12,71,66489
3,10,8,512,0,4,118,14.0,7,2,4,57,38490
1,37,8,512,0,4,93,15.6,7,4,8,56,38994
1,34,8,512,0,4,93,15.6,7,2,4,56,34490
3,63,16,1000,0,4,87,15.6,15,8,16,82,174990
3,63,16,1000,0,4,89,15.6,15,8,16,82,186000
6,11,8,512,0,4,121,14.0,7,4,8,69,65600
14,16,8,512,0,4,155,15.6,7,10,12,55,62390
1,11,16,512,0,4,132,15.6,7,4,8,55,53990
1,18,16,1000,0,4,69,15.6,15,14,20,79,124990
13,16,8,512,0,4,134,14.0,1,12,16,68,91490
6,18,32,1000,0,4,84,17.3,7,14,20,92,300490
3,39,8,512,0,4,38,17.3,7,6,12,71,70000
3,63,16,1000,0,4,87,15.6,15,8,16,84,174990
14,11,8,512,0,4,134,14.0,7,4,8,51,70900
3,113,16,1000,0,4,69,15.6,7,8,16,80,137990
9,18,8,512,0,4,46,15.6,7,10,16,61,88570
9,34,8,256,0,4,99,15.6,3,2,4,55,29997
3,18,16,512,0,4,76,16.0,16,14,20,85,174990
3,11,8,1000,0,4,46,15.6,7,6,12,66,85990
3,109,16,1000,0,4,86,15.6,7,8,16,81,146990
9,10,8,256,0,4,122,14.0,3,4,8,54,46999
14,10,8,512,0,4,126,15.6,7,2,4,45,39650
14,12,32,1000,0,4,30,15.6,7,4,8,76,168500
9,76,8,256,0,4,126,14.0,3,2,0,45,25521
9,18,16,512,0,4,134,14.0,7,10,12,62,89990
3,47,16,512,0,4,96,14.0,8,6,12,63,72990
1,46,16,512,0,4,38,15.6,7,6,12,68,56990
1,27,4,0,1000,4,93,14.0,3,2,2,48,22449
6,34,8,256,1000,4,100,15.6,7,2,4,60,47990
14,12,16,512,0,4,22,14.0,7,4,8,67,153970
14,109,16,512,0,4,46,15.6,7,8,16,67,79990
6,60,16,512,0,4,91,16.0,8,8,16,61,70990
3,117,16,1000,0,4,53,15.6,7,8,16,59,90990
14,16,8,512,0,4,140,15.6,7,10,12,60,58099
14,11,8,512,0,4,38,15.6,7,4,8,60,63990
7,11,16,512,0,4,134,13.3,7,4,8,73,82994
7,11,16,512,0,4,134,13.3,7,4,8,65,73494
7,11,16,512,0,4,134,13.3,7,4,8,62,54490
7,12,16,512,0,4,134,13.3,7,4,8,66,82994
6,2,16,512,0,4,51,15.6,7,8,16,67,131699
14,11,8,256,1000,4,46,15.6,7,4,8,72,64990
9,18,16,512,0,4,129,16.0,24,14,20,76,138999
9,16,16,512,0,4,134,14.0,11,12,16,66,74990
9,18,8,512,0,4,46,15.6,7,10,16,61,85990
9,16,16,512,0,4,134,14.0,11,12,16,65,73500
14,18,16,512,0,4,134,14.0,20,12,16,71,112990
14,109,16,512,0,4,69,15.6,7,8,16,76,109990
1,15,8,512,0,4,138,15.6,7,6,8,49,40990
3,11,16,512,0,4,46,15.6,7,6,12,73,76990
1,16,16,512,0,4,38,15.6,7,12,16,65,61990
6,65,8,512,0,4,100,15.6,7,8,16,67,57990
13,16,8,512,0,4,134,16.0,6,12,16,67,96490
6,43,8,512,0,4,96,14.0,7,6,12,67,52499
3,8,8,1000,0,4,43,15.6,7,4,8,61,67461
3,57,16,1000,0,4,93,13.4,8,8,16,75,144990
3,62,32,1000,0,4,82,14.0,16,8,16,87,199990
3,57,32,1000,0,4,49,13.4,8,8,16,82,164104
3,57,32,1000,0,4,49,13.4,28,8,16,84,175990
3,56,16,1000,0,4,69,15.6,15,8,16,84,144990
3,56,16,1000,0,4,69,15.6,15,8,16,84,156990
3,0,32,2000,0,4,10,16.0,28,8,16,93,396990
3,62,16,1000,0,4,89,15.6,15,8,16,84,199086
3,0,32,2000,0,4,10,16.0,8,8,16,91,361990
3,56,16,1000,0,4,81,14.0,16,8,16,80,159399
3,56,16,1000,0,4,69,15.6,15,8,16,84,148990
3,114,16,1000,0,4,49,16.0,16,8,16,82,151990
3,1,32,2000,0,4,69,16.0,8,8,16,86,224990
3,62,16,1000,0,4,86,15.6,15,8,16,86,189990
3,114,16,1000,0,4,69,16.0,16,8,16,82,171990
3,0,32,2000,0,4,10,16.0,16,8,16,91,391990
3,57,16,1000,0,4,93,13.4,8,8,16,73,111399
3,62,16,1000,0,4,88,15.6,15,8,16,86,188000
9,18,16,512,0,4,134,14.0,7,10,12,61,89990
6,16,8,512,0,4,134,16.0,8,10,12,59,87500
9,16,16,512,0,4,134,14.0,7,10,12,60,71990
3,18,16,512,0,4,121,14.0,20,14,20,75,134990
3,16,16,512,0,4,122,14.0,8,12,16,71,76990
9,10,8,512,0,4,123,15.6,7,2,4,61,43500
3,16,8,512,0,4,121,14.0,8,12,16,62,94500
9,10,8,512,0,4,123,15.6,7,2,4,57,43990
3,107,8,512,0,4,53,17.3,7,8,16,68,67990
14,12,32,1000,0,4,86,16.0,15,8,16,75,179790
3,24,8,512,0,4,123,14.0,7,2,4,55,41790
15,8,8,256,1000,4,59,15.6,7,6,12,66,58900
6,11,8,256,1000,4,123,15.6,7,4,8,56,62500
3,8,8,512,0,4,140,14.0,7,4,8,55,42990
14,11,8,512,0,4,46,15.6,7,4,8,63,64990
14,11,8,512,0,4,121,15.6,7,4,8,63,55990
6,10,8,512,0,4,140,14.0,7,4,8,51,68500
14,11,8,512,0,4,115,14.0,7,4,8,53,71999
15,100,16,512,0,4,83,15.6,7,6,12,68,85290
9,105,8,512,0,4,49,15.6,7,6,12,74,74990
9,98,16,512,0,4,96,14.0,7,6,12,61,50499
3,8,16,512,0,4,118,14.0,7,4,8,61,47990
6,10,8,256,0,4,140,14.0,3,2,4,47,42300
6,19,16,512,0,4,58,15.6,27,14,20,85,255000
9,108,16,512,0,4,96,14.0,7,8,16,62,57990
3,107,8,1000,0,4,46,17.3,7,8,16,74,86990
6,16,16,512,0,4,132,16.0,7,12,16,60,76990
14,108,16,512,0,4,91,13.3,7,8,16,62,84500
6,16,8,512,0,4,132,16.0,7,12,16,57,69800
3,91,4,256,0,4,112,14.0,3,4,4,41,25490
6,10,8,512,0,4,140,14.0,3,2,4,48,43490
6,16,16,512,0,4,134,13.4,28,12,16,66,140900
9,99,8,512,0,4,38,16.1,7,6,12,72,66490
9,10,8,512,0,4,123,15.6,7,2,4,59,44490
13,18,16,512,0,4,134,17.0,6,12,16,73,102990
13,16,8,512,0,4,134,17.0,6,12,16,69,87990
3,11,8,512,0,4,46,15.6,7,6,12,72,78990
15,18,16,1000,0,4,69,15.6,7,14,20,73,139990
9,16,8,512,0,4,134,14.0,7,10,12,59,69950
9,101,8,512,0,4,106,13.3,7,6,12,66,79990
13,18,16,512,0,4,134,14.0,1,12,16,71,93490
3,63,16,1000,0,4,46,17.3,15,8,16,79,181589
13,18,16,512,0,4,134,16.0,6,12,16,72,104590
3,107,16,512,0,4,55,15.6,0,8,16,68,78500
13,18,16,1000,0,4,134,17.0,6,12,16,74,119990
6,113,16,512,0,4,69,15.6,7,8,16,78,124990
6,103,8,512,0,4,46,15.6,7,6,12,67,81990
14,16,16,512,0,4,154,15.6,7,10,12,57,61490
15,18,16,1000,0,4,69,15.6,15,14,20,76,122000
15,18,32,2000,0,4,13,17.3,27,14,20,94,409066
6,113,16,512,0,4,49,15.6,7,8,16,78,105990
6,103,16,512,0,4,46,15.6,7,6,12,65,74990
6,113,16,512,0,4,46,15.6,7,8,16,78,98900
14,12,16,512,0,4,115,14.0,7,4,8,54,103990
15,12,16,1000,0,4,86,15.6,15,8,16,79,129990
9,18,16,512,0,4,129,13.5,22,10,12,74,124999
15,16,16,512,0,4,49,15.6,7,12,16,69,85990
15,16,16,512,0,4,49,15.6,7,12,16,69,76990
14,13,32,1000,0,4,64,15.6,7,8,16,88,259500
3,63,16,1000,0,4,87,17.3,15,8,16,79,188990
16,11,8,256,0,4,134,12.4,5,4,8,56,77324
6,15,8,512,0,4,134,14.0,8,6,8,65,62490
14,10,4,256,0,4,123,15.0,7,2,4,50,31999
9,44,8,512,0,4,46,16.1,7,6,12,67,84190
9,55,16,512,0,4,49,16.1,7,8,16,78,111500
9,52,8,512,0,4,46,16.1,7,8,16,74,78950
16,11,8,128,0,4,134,12.4,5,4,8,55,71990
1,10,8,256,0,4,121,14.0,7,2,4,54,41490
1,11,8,512,0,4,121,14.0,7,4,8,63,51990
1,10,8,512,0,4,121,14.0,7,2,4,56,45990
1,10,8,256,0,4,123,15.6,7,2,4,54,32800
1,11,8,256,1000,4,38,15.6,7,6,12,74,62999
1,11,16,512,0,4,121,14.0,7,4,8,65,57990
14,12,16,512,0,4,46,15.6,7,8,16,73,119990
14,10,8,512,0,4,140,15.6,7,0,0,0,36999
1,16,8,512,0,4,134,15.6,7,10,12,56,56699
6,65,8,512,0,4,100,15.6,7,8,16,67,58750
3,18,16,1000,0,4,46,17.3,7,14,20,80,114990
1,41,16,512,1000,4,69,15.6,15,6,12,79,129999
6,16,8,512,0,4,18,14.0,8,10,12,57,86990
3,18,16,512,0,4,131,15.6,7,14,20,63,84900
14,10,8,512,0,1,138,14.0,7,2,4,49,48000
3,58,16,1000,0,4,93,13.3,20,8,16,73,119990
3,45,16,512,0,4,93,13.3,20,6,12,71,99800
3,18,16,512,0,4,50,15.6,7,10,16,68,98990
14,9,8,512,0,4,38,15.6,7,6,12,72,74829
14,35,8,256,0,4,91,15.6,7,4,8,56,39500
3,16,16,512,0,4,121,14.0,7,12,16,63,62990
3,15,8,512,0,4,121,14.0,7,10,12,60,47990
3,20,16,1000,0,4,49,13.4,28,14,20,74,304980
3,20,16,1000,0,4,49,13.4,8,14,20,68,181990
3,18,16,512,0,4,46,13.4,8,14,20,73,150790
3,16,16,512,0,4,129,13.4,8,12,16,74,115390
3,18,16,1000,0,4,86,15.6,15,10,16,74,149990
3,20,16,1000,0,4,49,13.4,28,14,20,72,191990
3,18,16,512,0,4,46,15.6,7,10,16,68,87990
1,11,8,512,0,4,113,15.6,7,4,8,53,49994
15,12,16,1000,0,4,74,15.6,7,8,16,81,162000
12,8,8,512,0,4,126,14.0,7,4,8,49,42990
1,18,16,1000,0,4,69,15.6,15,14,20,78,155490
14,40,8,512,0,4,91,15.6,7,6,12,66,49990
14,10,4,256,0,1,138,14.0,7,2,4,44,42300
14,8,8,512,0,4,46,15.6,7,6,12,69,73847
3,117,16,1000,0,4,3,15.6,15,8,16,78,139990
3,18,16,1000,0,4,69,15.6,7,14,20,76,118990
12,7,8,256,0,4,126,14.0,7,2,4,45,32990
12,9,16,512,0,4,123,14.0,7,4,8,49,51990
3,12,16,1000,0,4,69,15.6,27,8,16,86,200000
6,19,32,1000,0,4,58,15.6,27,14,20,91,245000
6,68,8,256,0,4,96,15.6,3,2,2,47,35300
14,10,8,256,0,4,140,15.6,7,2,4,54,37990
9,18,16,1000,0,4,88,16.1,15,14,20,84,176490
3,92,8,256,0,4,94,15.6,7,2,4,48,33990
6,92,8,256,0,4,96,15.6,7,2,4,54,38890
3,113,16,1000,0,4,69,15.6,7,8,16,75,135960
9,18,16,1000,0,4,46,16.1,7,14,20,74,128999
3,113,16,512,0,4,46,17.3,7,8,16,67,88990
14,10,8,512,0,1,140,14.0,7,2,4,47,44799
3,10,8,512,0,4,126,15.6,7,2,4,57,39990
3,11,8,512,0,4,121,15.6,7,4,8,62,51990
3,16,16,512,0,4,46,17.3,7,12,16,68,94990
14,40,16,512,0,4,91,15.6,7,6,12,66,48790
3,107,16,512,0,4,46,17.3,7,8,16,69,84990
15,12,8,512,0,4,57,15.6,7,8,16,72,72985
15,16,16,1000,0,4,54,15.6,7,12,16,67,89544
15,11,8,512,0,4,57,15.6,7,6,12,71,63800
2,67,8,256,0,2,0,13.3,16,8,0,43,121990
9,16,8,512,0,4,122,15.6,7,12,16,59,61000
14,11,16,512,0,4,47,15.6,7,4,8,71,68990
9,11,8,512,0,4,46,16.1,7,6,12,71,67990
3,107,8,1000,0,4,55,15.6,0,8,16,62,85990
14,10,8,512,0,4,115,15.6,7,2,4,53,41999
3,18,16,1000,0,4,66,15.6,7,0,20,62,107498
9,12,16,512,0,4,71,16.1,7,8,16,73,104000
6,43,8,512,0,4,91,14.0,8,6,12,72,78203
1,13,16,1000,0,4,69,15.6,15,8,16,78,119990
6,54,16,512,0,4,91,14.0,8,8,16,73,89990
3,55,16,1000,0,4,69,17.3,15,8,16,69,134990
19,16,8,256,0,4,134,15.6,7,10,12,57,59990
9,16,16,512,0,4,136,14.0,7,10,12,62,69900
9,101,8,512,0,4,106,13.3,7,6,12,65,77990
9,8,8,512,0,4,38,15.6,7,4,8,71,60990
14,11,8,512,0,4,46,15.6,7,4,8,68,67000
9,16,8,512,0,4,117,14.0,7,10,12,55,62999
3,92,8,512,0,4,94,15.6,7,2,4,55,34990
6,11,8,512,0,4,126,15.6,7,4,8,54,52890
19,16,16,512,0,4,121,15.6,7,10,12,54,69990
3,113,16,1000,0,4,69,15.6,7,8,16,81,129990
3,11,8,512,0,4,121,15.6,7,4,8,61,53500
6,18,16,512,0,4,69,15.6,7,14,20,79,125990
14,8,8,512,0,4,38,15.6,7,4,8,67,63990
14,98,8,512,0,4,91,14.0,7,6,12,62,57990
6,11,16,512,0,4,46,15.6,7,6,12,69,101639
6,94,8,512,0,4,91,14.0,7,2,4,53,38990
6,11,8,512,0,4,17,15.6,7,4,8,67,65490
14,12,16,512,0,4,113,14.0,13,4,8,63,77490
6,11,8,512,0,4,46,15.6,7,6,12,67,66599
3,18,16,512,0,4,131,15.6,7,14,20,71,84700
14,7,8,512,0,4,113,15.6,7,2,4,53,37990
1,74,4,256,0,4,138,14.0,3,2,0,48,26600
14,73,8,256,0,4,124,15.6,3,2,2,53,27000
14,11,8,512,0,4,134,15.6,7,4,8,60,60494
14,10,8,512,0,4,123,15.6,7,2,4,59,39994
6,11,16,512,0,4,17,13.3,16,4,8,66,72620
3,18,16,512,0,4,134,14.0,20,14,20,72,81990
3,18,16,1000,0,4,132,14.0,20,14,20,75,116990
3,16,16,512,0,4,132,14.0,20,12,16,61,85990
14,11,8,512,0,4,113,15.6,7,4,8,60,53100
3,16,16,512,0,4,121,14.0,20,12,16,67,104390
3,20,32,1000,0,4,129,14.0,20,14,20,78,159990
14,11,16,512,0,4,134,14.0,7,4,8,65,69490
1,11,8,0,1000,4,123,15.6,7,4,8,56,62999
3,107,16,512,0,4,55,15.6,0,8,16,55,80990
1,80,4,256,0,4,125,15.6,3,4,0,49,23899
7,11,16,512,0,4,134,13.3,7,4,8,63,54990
14,10,8,256,0,4,148,15.6,7,0,0,0,32499
14,12,16,1000,0,4,61,15.6,7,8,16,76,146500
3,8,8,512,0,4,123,15.6,7,4,8,55,42990
7,12,16,1000,0,4,134,13.3,7,4,8,69,99990
14,7,8,512,0,4,140,14.0,7,2,4,53,37490
3,11,16,512,0,4,121,14.0,7,4,8,63,56990
9,109,16,512,0,4,69,16.1,7,8,16,76,104490
3,116,16,512,0,4,53,14.0,20,8,16,67,87500
9,102,16,512,0,4,93,14.0,7,6,12,60,61990
3,113,16,1000,0,4,69,15.6,7,8,16,69,114600
3,8,8,0,1000,4,140,14.0,7,4,8,54,41990
3,73,4,256,0,4,148,14.0,3,0,0,0,23990
9,112,16,512,0,4,93,14.0,7,8,16,59,78889
9,11,8,512,0,4,17,15.6,7,4,8,62,58990
3,113,16,1000,0,4,69,15.6,7,8,16,79,134490
3,74,4,128,0,4,148,11.6,3,2,0,44,22990
7,12,16,512,0,4,134,13.3,7,4,8,63,84990
3,74,4,128,0,4,140,11.6,3,2,0,45,22990
14,108,16,1000,0,4,93,13.3,7,8,16,68,92999
3,74,4,128,0,4,126,11.6,3,2,0,49,29990
3,20,32,1000,0,4,87,17.3,15,14,20,79,249990
